,CommentCount,DownVotes,Reputation,Score,UpVotes,ViewCount,Views,outliers,postId,userId
1247,0,126,14082,0,4235,,3320,Reputation,2417,88
1248,0,126,14082,5,4235,,3320,Reputation,2435,88
1249,0,126,14082,1,4235,,3320,Reputation,2436,88
1250,0,126,14082,10,4235,2740.0,3320,Reputation,2455,88
1251,0,126,14082,2,4235,,3320,Reputation,2694,88
1252,5,126,14082,1,4235,,3320,Reputation,2712,88
1253,0,126,14082,24,4235,,3320,Reputation,2718,88
1254,5,126,14082,2,4235,,3320,Reputation,2729,88
1255,1,126,14082,2,4235,,3320,Reputation,2735,88
1256,2,126,14082,6,4235,,3320,Reputation,2741,88
1257,0,126,14082,3,4235,,3320,Reputation,2798,88
1258,0,126,14082,5,4235,,3320,Reputation,3011,88
1259,0,126,14082,0,4235,,3320,Reputation,3012,88
1260,0,126,14082,0,4235,,3320,Reputation,3013,88
1261,0,126,14082,0,4235,,3320,Reputation,3014,88
1262,0,126,14082,0,4235,,3320,Reputation,3015,88
1263,0,126,14082,0,4235,,3320,Reputation,3016,88
1264,0,126,14082,0,4235,,3320,Reputation,3017,88
1265,0,126,14082,0,4235,,3320,Reputation,3018,88
1266,0,126,14082,0,4235,,3320,Reputation,3019,88
1267,0,126,14082,3,4235,,3320,Reputation,3050,88
1268,1,126,14082,3,4235,,3320,Reputation,3073,88
1269,1,126,14082,5,4235,,3320,Reputation,3074,88
1270,1,126,14082,8,4235,,3320,Reputation,3076,88
1271,0,126,14082,7,4235,,3320,Reputation,3237,88
1272,1,126,14082,3,4235,,3320,Reputation,3284,88
1273,2,126,14082,1,4235,,3320,Reputation,3382,88
1274,0,126,14082,2,4235,,3320,Reputation,3437,88
1275,0,126,14082,3,4235,,3320,Reputation,3452,88
1276,3,126,14082,10,4235,,3320,Reputation,3515,88
1277,1,126,14082,4,4235,,3320,Reputation,3674,88
1278,5,126,14082,1,4235,,3320,Reputation,3740,88
1279,1,126,14082,6,4235,,3320,Reputation,3800,88
1280,2,126,14082,3,4235,,3320,Reputation,3801,88
1281,3,126,14082,18,4235,,3320,Reputation,3940,88
1282,4,126,14082,3,4235,,3320,Reputation,3941,88
1283,1,126,14082,11,4235,,3320,Reputation,3949,88
1284,3,126,14082,64,4235,,3320,Reputation,3954,88
1285,0,126,14082,5,4235,,3320,Reputation,3956,88
1286,2,126,14082,2,4235,,3320,Reputation,4006,88
1287,7,126,14082,4,4235,,3320,Reputation,4020,88
1288,2,126,14082,1,4235,,3320,Reputation,4026,88
1289,4,126,14082,10,4235,,3320,Reputation,4064,88
1290,0,126,14082,15,4235,1230.0,3320,Reputation,4211,88
1291,6,126,14082,3,4235,,3320,Reputation,4438,88
1292,0,126,14082,5,4235,,3320,Reputation,4481,88
1293,2,126,14082,4,4235,,3320,Reputation,4562,88
1294,4,126,14082,3,4235,,3320,Reputation,4587,88
1295,0,126,14082,5,4235,,3320,Reputation,4714,88
1296,8,126,14082,2,4235,,3320,Reputation,4819,88
1297,7,126,14082,4,4235,,3320,Reputation,4845,88
1298,0,126,14082,2,4235,,3320,Reputation,4847,88
1299,0,126,14082,1,4235,,3320,Reputation,4874,88
1300,0,126,14082,4,4235,,3320,Reputation,4880,88
1301,1,126,14082,4,4235,,3320,Reputation,5094,88
1302,1,126,14082,7,4235,,3320,Reputation,5099,88
1303,3,126,14082,3,4235,,3320,Reputation,5113,88
1304,4,126,14082,20,4235,,3320,Reputation,5140,88
1305,2,126,14082,0,4235,,3320,Reputation,5243,88
1306,14,126,14082,14,4235,,3320,Reputation,5311,88
1307,1,126,14082,7,4235,,3320,Reputation,5379,88
1308,0,126,14082,1,4235,,3320,Reputation,5574,88
1309,1,126,14082,6,4235,,3320,Reputation,5575,88
1310,2,126,14082,3,4235,,3320,Reputation,5648,88
1311,0,126,14082,5,4235,,3320,Reputation,5701,88
1312,8,126,14082,3,4235,,3320,Reputation,5812,88
1313,0,126,14082,2,4235,,3320,Reputation,6029,88
1314,4,126,14082,7,4235,,3320,Reputation,6030,88
1315,5,126,14082,4,4235,,3320,Reputation,6100,88
1316,0,126,14082,0,4235,,3320,Reputation,6136,88
1317,0,126,14082,0,4235,,3320,Reputation,6137,88
1318,2,126,14082,3,4235,,3320,Reputation,6161,88
1319,1,126,14082,14,4235,,3320,Reputation,6190,88
1320,1,126,14082,1,4235,,3320,Reputation,6273,88
1321,4,126,14082,22,4235,3093.0,3320,Reputation,6298,88
1322,1,126,14082,3,4235,,3320,Reputation,6419,88
1323,0,126,14082,1,4235,,3320,Reputation,6451,88
1324,2,126,14082,0,4235,,3320,Reputation,6595,88
1325,2,126,14082,0,4235,,3320,Reputation,7215,88
1326,1,126,14082,2,4235,,3320,Reputation,7222,88
1327,1,126,14082,9,4235,,3320,Reputation,7304,88
1328,0,126,14082,4,4235,,3320,Reputation,7324,88
1329,1,126,14082,5,4235,,3320,Reputation,7349,88
1330,7,126,14082,11,4235,,3320,Reputation,7622,88
1331,0,126,14082,2,4235,,3320,Reputation,7858,88
1332,0,126,14082,6,4235,,3320,Reputation,7904,88
1333,3,126,14082,2,4235,,3320,Reputation,7905,88
1334,3,126,14082,2,4235,,3320,Reputation,7965,88
1335,0,126,14082,29,4235,,3320,Reputation,8077,88
1336,0,126,14082,0,4235,,3320,Reputation,8362,88
1337,3,126,14082,10,4235,,3320,Reputation,8650,88
1338,0,126,14082,2,4235,,3320,Reputation,8831,88
1339,0,126,14082,8,4235,,3320,Reputation,8914,88
1340,0,126,14082,2,4235,,3320,Reputation,8919,88
1341,0,126,14082,17,4235,,3320,Reputation,8978,88
1342,3,126,14082,7,4235,,3320,Reputation,9084,88
1343,0,126,14082,2,4235,,3320,Reputation,9133,88
1344,0,126,14082,2,4235,,3320,Reputation,9163,88
1345,0,126,14082,3,4235,,3320,Reputation,9328,88
1346,1,126,14082,2,4235,,3320,Reputation,9371,88
1347,1,126,14082,2,4235,,3320,Reputation,9373,88
1348,1,126,14082,2,4235,,3320,Reputation,9374,88
1349,0,126,14082,1,4235,,3320,Reputation,9644,88
1350,0,126,14082,2,4235,,3320,Reputation,9777,88
1351,10,126,14082,2,4235,,3320,Reputation,9901,88
1352,0,126,14082,1,4235,,3320,Reputation,9946,88
1353,0,126,14082,4,4235,,3320,Reputation,9956,88
1354,3,126,14082,17,4235,,3320,Reputation,10028,88
1355,1,126,14082,2,4235,,3320,Reputation,10203,88
1356,0,126,14082,3,4235,,3320,Reputation,10446,88
1357,0,126,14082,5,4235,,3320,Reputation,10483,88
1358,0,126,14082,2,4235,1356.0,3320,Reputation,10501,88
1359,6,126,14082,4,4235,,3320,Reputation,10561,88
1360,4,126,14082,2,4235,,3320,Reputation,10804,88
1361,4,126,14082,5,4235,,3320,Reputation,10834,88
1362,7,126,14082,6,4235,,3320,Reputation,11199,88
1363,2,126,14082,11,4235,,3320,Reputation,11471,88
1364,2,126,14082,5,4235,,3320,Reputation,11606,88
1365,1,126,14082,4,4235,,3320,Reputation,11608,88
1366,0,126,14082,1,4235,,3320,Reputation,11705,88
1367,0,126,14082,4,4235,,3320,Reputation,11711,88
1368,4,126,14082,0,4235,,3320,Reputation,11845,88
1369,2,126,14082,6,4235,,3320,Reputation,11999,88
1370,1,126,14082,4,4235,,3320,Reputation,12038,88
1371,2,126,14082,1,4235,,3320,Reputation,12064,88
1372,0,126,14082,4,4235,,3320,Reputation,12413,88
1373,1,126,14082,10,4235,649.0,3320,Reputation,12763,88
1374,2,126,14082,4,4235,,3320,Reputation,12910,88
1375,1,126,14082,8,4235,,3320,Reputation,13008,88
1376,0,126,14082,0,4235,,3320,Reputation,13029,88
1377,0,126,14082,0,4235,,3320,Reputation,13030,88
1378,3,126,14082,2,4235,,3320,Reputation,13167,88
1379,1,126,14082,6,4235,,3320,Reputation,13190,88
1380,0,126,14082,2,4235,,3320,Reputation,13490,88
1381,2,126,14082,2,4235,,3320,Reputation,13538,88
1382,0,126,14082,10,4235,,3320,Reputation,13539,88
1383,3,126,14082,8,4235,,3320,Reputation,13547,88
1384,2,126,14082,12,4235,,3320,Reputation,13601,88
1385,0,126,14082,1,4235,,3320,Reputation,13639,88
1386,6,126,14082,4,4235,,3320,Reputation,13640,88
1387,0,126,14082,0,4235,,3320,Reputation,13641,88
1388,0,126,14082,0,4235,,3320,Reputation,13642,88
1389,2,126,14082,3,4235,,3320,Reputation,13874,88
1390,0,126,14082,1,4235,,3320,Reputation,13933,88
1391,0,126,14082,3,4235,,3320,Reputation,14042,88
1392,2,126,14082,3,4235,,3320,Reputation,14049,88
1393,10,126,14082,2,4235,,3320,Reputation,14236,88
1394,0,126,14082,1,4235,,3320,Reputation,14575,88
1395,0,126,14082,2,4235,,3320,Reputation,14967,88
1396,0,126,14082,3,4235,,3320,Reputation,15019,88
1397,6,126,14082,2,4235,,3320,Reputation,15215,88
1398,1,126,14082,2,4235,,3320,Reputation,15764,88
1399,2,126,14082,5,4235,,3320,Reputation,16049,88
1400,2,126,14082,8,4235,,3320,Reputation,16114,88
1401,0,126,14082,1,4235,,3320,Reputation,16363,88
1402,0,126,14082,2,4235,,3320,Reputation,16794,88
1403,1,126,14082,4,4235,,3320,Reputation,16850,88
1404,8,126,14082,1,4235,,3320,Reputation,17530,88
1405,3,126,14082,12,4235,,3320,Reputation,17620,88
1406,3,126,14082,3,4235,,3320,Reputation,17674,88
1407,4,126,14082,1,4235,,3320,Reputation,17993,88
1408,1,126,14082,4,4235,,3320,Reputation,18005,88
1409,1,126,14082,3,4235,,3320,Reputation,18063,88
1410,2,126,14082,10,4235,,3320,Reputation,18220,88
1411,0,126,14082,4,4235,,3320,Reputation,18818,88
1412,0,126,14082,10,4235,,3320,Reputation,19232,88
1413,4,126,14082,3,4235,,3320,Reputation,19718,88
1414,0,126,14082,1,4235,,3320,Reputation,20761,88
1415,5,126,14082,4,4235,,3320,Reputation,21511,88
1416,0,126,14082,9,4235,,3320,Reputation,21621,88
1417,1,126,14082,1,4235,,3320,Reputation,21622,88
1418,5,126,14082,4,4235,,3320,Reputation,21870,88
1419,2,126,14082,7,4235,,3320,Reputation,21938,88
1420,1,126,14082,2,4235,,3320,Reputation,23178,88
1421,0,126,14082,5,4235,,3320,Reputation,23203,88
1422,0,126,14082,3,4235,,3320,Reputation,23533,88
1423,0,126,14082,1,4235,,3320,Reputation,23534,88
1424,0,126,14082,0,4235,,3320,Reputation,23603,88
1425,2,126,14082,1,4235,,3320,Reputation,23806,88
1426,0,126,14082,0,4235,,3320,Reputation,24435,88
1427,0,126,14082,0,4235,,3320,Reputation,24436,88
1428,8,126,14082,25,4235,,3320,Reputation,25692,88
1429,3,126,14082,4,4235,,3320,Reputation,26120,88
1430,0,126,14082,3,4235,,3320,Reputation,26878,88
1431,0,126,14082,6,4235,,3320,Reputation,28132,88
1432,0,126,14082,0,4235,,3320,Reputation,28985,88
1433,0,126,14082,7,4235,,3320,Reputation,29078,88
1434,1,126,14082,4,4235,,3320,Reputation,29145,88
1435,0,126,14082,3,4235,,3320,Reputation,29375,88
1436,2,126,14082,3,4235,,3320,Reputation,29444,88
1437,0,126,14082,4,4235,316.0,3320,Reputation,29717,88
1438,2,126,14082,1,4235,,3320,Reputation,30635,88
1439,2,126,14082,9,4235,,3320,Reputation,30727,88
1440,0,126,14082,8,4235,,3320,Reputation,30747,88
1441,0,126,14082,1,4235,,3320,Reputation,31117,88
1442,1,126,14082,2,4235,,3320,Reputation,31429,88
1443,4,126,14082,1,4235,,3320,Reputation,32069,88
1444,2,126,14082,2,4235,,3320,Reputation,33466,88
1445,0,126,14082,1,4235,,3320,Reputation,33701,88
1446,1,126,14082,7,4235,,3320,Reputation,34051,88
1447,5,126,14082,-1,4235,,3320,Reputation,34432,88
1448,3,126,14082,19,4235,,3320,Reputation,37382,88
1449,0,126,14082,5,4235,,3320,Reputation,37490,88
1450,2,126,14082,2,4235,,3320,Reputation,38499,88
1451,0,126,14082,5,4235,,3320,Reputation,38769,88
1452,2,126,14082,3,4235,,3320,Reputation,40508,88
1453,1,126,14082,7,4235,,3320,Reputation,40866,88
1454,1,126,14082,5,4235,,3320,Reputation,41107,88
1455,1,126,14082,1,4235,,3320,Reputation,41108,88
1456,0,126,14082,1,4235,,3320,Reputation,41322,88
1457,5,126,14082,6,4235,,3320,Reputation,43372,88
1458,10,126,14082,-1,4235,,3320,Reputation,43651,88
1459,3,126,14082,4,4235,,3320,Reputation,43700,88
1460,0,126,14082,1,4235,,3320,Reputation,45620,88
1461,0,126,14082,0,4235,,3320,Reputation,45621,88
1462,3,126,14082,1,4235,,3320,Reputation,46387,88
1463,1,126,14082,7,4235,,3320,Reputation,46392,88
1464,1,126,14082,5,4235,,3320,Reputation,46971,88
1465,0,126,14082,6,4235,,3320,Reputation,47427,88
1466,0,126,14082,0,4235,,3320,Reputation,48617,88
1467,1,126,14082,8,4235,,3320,Reputation,49250,88
1468,1,126,14082,1,4235,,3320,Reputation,49301,88
1469,0,126,14082,12,4235,,3320,Reputation,49698,88
1470,1,126,14082,4,4235,,3320,Reputation,49986,88
1471,1,126,14082,2,4235,,3320,Reputation,50060,88
1472,3,126,14082,3,4235,,3320,Reputation,51652,88
1473,1,126,14082,1,4235,,3320,Reputation,52492,88
1474,0,126,14082,9,4235,,3320,Reputation,55483,88
1475,0,126,14082,2,4235,,3320,Reputation,55611,88
1476,8,126,14082,8,4235,,3320,Reputation,58015,88
1477,0,126,14082,9,4235,,3320,Reputation,58980,88
1478,3,126,14082,10,4235,,3320,Reputation,59632,88
1479,0,126,14082,0,4235,,3320,Reputation,59761,88
1480,0,126,14082,5,4235,,3320,Reputation,60168,88
1481,0,126,14082,1,4235,,3320,Reputation,63297,88
1482,1,126,14082,2,4235,,3320,Reputation,74473,88
1483,9,126,14082,2,4235,,3320,Reputation,77180,88
1484,0,126,14082,1,4235,,3320,Reputation,77476,88
1485,0,126,14082,2,4235,,3320,Reputation,78646,88
1486,1,126,14082,0,4235,,3320,Reputation,85522,88
1487,2,126,14082,1,4235,,3320,Reputation,86138,88
1488,0,126,14082,1,4235,,3320,Reputation,88906,88
1489,5,126,14082,3,4235,,3320,Reputation,90653,88
1490,0,126,14082,0,4235,,3320,Reputation,93093,88
1491,2,126,14082,2,4235,,3320,Reputation,93923,88
1492,0,126,14082,2,4235,,3320,Reputation,105458,88
1493,3,126,14082,1,4235,,3320,Reputation,111142,88
1733,4,59,18283,10,1014,,3781,Reputation,167,159
1734,0,59,18283,2,1014,,3781,Reputation,169,159
1735,0,59,18283,8,1014,,3781,Reputation,171,159
1736,0,59,18283,35,1014,,3781,Reputation,174,159
1737,2,59,18283,22,1014,,3781,Reputation,177,159
1738,0,59,18283,12,1014,,3781,Reputation,179,159
1739,0,59,18283,50,1014,39097.0,3781,Reputation,181,159
1740,0,59,18283,6,1014,,3781,Reputation,184,159
1741,3,59,18283,51,1014,9772.0,3781,Reputation,213,159
1742,2,59,18283,15,1014,,3781,Reputation,221,159
1743,2,59,18283,10,1014,,3781,Reputation,229,159
1744,4,59,18283,12,1014,,3781,Reputation,261,159
1745,2,59,18283,27,1014,,3781,Reputation,370,159
1746,0,59,18283,8,1014,,3781,Reputation,530,159
1747,0,59,18283,4,1014,,3781,Reputation,531,159
1748,5,59,18283,12,1014,,3781,Reputation,532,159
1749,6,59,18283,44,1014,11149.0,3781,Reputation,534,159
1750,3,59,18283,14,1014,,3781,Reputation,541,159
1751,6,59,18283,31,1014,,3781,Reputation,587,159
1752,0,59,18283,9,1014,,3781,Reputation,610,159
1753,0,59,18283,15,1014,3833.0,3781,Reputation,622,159
1754,2,59,18283,4,1014,,3781,Reputation,625,159
1755,6,59,18283,74,1014,,3781,Reputation,729,159
1756,5,59,18283,146,1014,,3781,Reputation,730,159
1757,4,59,18283,16,1014,,3781,Reputation,862,159
1758,0,59,18283,6,1014,,3781,Reputation,872,159
1759,0,59,18283,3,1014,,3781,Reputation,883,159
1760,6,59,18283,24,1014,,3781,Reputation,1026,159
1761,2,59,18283,20,1014,,3781,Reputation,1055,159
1762,2,59,18283,6,1014,,3781,Reputation,1086,159
1763,3,59,18283,36,1014,,3781,Reputation,1150,159
1764,8,59,18283,29,1014,,3781,Reputation,1153,159
1765,0,59,18283,5,1014,,3781,Reputation,1158,159
1766,0,59,18283,4,1014,,3781,Reputation,1161,159
1767,11,59,18283,9,1014,,3781,Reputation,1206,159
1768,6,59,18283,17,1014,,3781,Reputation,1214,159
1769,2,59,18283,3,1014,,3781,Reputation,1216,159
1770,3,59,18283,5,1014,,3781,Reputation,1277,159
1771,5,59,18283,9,1014,,3781,Reputation,1295,159
1772,0,59,18283,36,1014,,3781,Reputation,1382,159
1773,3,59,18283,5,1014,,3781,Reputation,1428,159
1774,0,59,18283,11,1014,,3781,Reputation,1442,159
1775,5,59,18283,66,1014,28878.0,3781,Reputation,1444,159
1776,2,59,18283,4,1014,,3781,Reputation,1472,159
1777,1,59,18283,7,1014,,3781,Reputation,1497,159
1778,2,59,18283,6,1014,,3781,Reputation,1570,159
1779,1,59,18283,6,1014,,3781,Reputation,1585,159
1780,0,59,18283,27,1014,,3781,Reputation,1630,159
1781,2,59,18283,17,1014,,3781,Reputation,1639,159
1782,1,59,18283,8,1014,,3781,Reputation,1647,159
1783,4,59,18283,7,1014,,3781,Reputation,1720,159
1784,1,59,18283,1,1014,,3781,Reputation,1774,159
1785,4,59,18283,14,1014,,3781,Reputation,1806,159
1786,0,59,18283,2,1014,,3781,Reputation,1938,159
1787,2,59,18283,6,1014,,3781,Reputation,2204,159
1788,3,59,18283,1,1014,,3781,Reputation,2292,159
1789,4,59,18283,6,1014,,3781,Reputation,2330,159
1790,12,59,18283,7,1014,,3781,Reputation,2367,159
1791,0,59,18283,5,1014,,3781,Reputation,2387,159
1792,0,59,18283,18,1014,,3781,Reputation,2724,159
1793,0,59,18283,3,1014,,3781,Reputation,2924,159
1794,2,59,18283,9,1014,,3781,Reputation,3002,159
1795,2,59,18283,6,1014,,3781,Reputation,3032,159
1796,0,59,18283,9,1014,,3781,Reputation,3128,159
1797,2,59,18283,3,1014,,3781,Reputation,3129,159
1798,0,59,18283,20,1014,,3781,Reputation,3184,159
1799,0,59,18283,0,1014,,3781,Reputation,3189,159
1800,0,59,18283,0,1014,,3781,Reputation,3190,159
1801,4,59,18283,4,1014,,3781,Reputation,3224,159
1802,2,59,18283,5,1014,,3781,Reputation,3255,159
1803,0,59,18283,8,1014,,3781,Reputation,3408,159
1804,1,59,18283,25,1014,,3781,Reputation,3543,159
1805,2,59,18283,25,1014,,3781,Reputation,3553,159
1806,1,59,18283,5,1014,,3781,Reputation,3581,159
1807,0,59,18283,6,1014,,3781,Reputation,3617,159
1808,4,59,18283,32,1014,,3781,Reputation,3733,159
1809,6,59,18283,12,1014,366.0,3781,Reputation,3752,159
1810,0,59,18283,3,1014,,3781,Reputation,3870,159
1811,0,59,18283,6,1014,,3781,Reputation,4096,159
1812,0,59,18283,8,1014,,3781,Reputation,4103,159
1813,6,59,18283,6,1014,,3781,Reputation,4149,159
1814,4,59,18283,3,1014,,3781,Reputation,4156,159
1815,2,59,18283,4,1014,,3781,Reputation,4372,159
1816,2,59,18283,5,1014,,3781,Reputation,4378,159
1817,6,59,18283,3,1014,,3781,Reputation,4415,159
1818,1,59,18283,3,1014,,3781,Reputation,4433,159
1819,4,59,18283,9,1014,,3781,Reputation,4490,159
1820,7,59,18283,6,1014,,3781,Reputation,4586,159
1821,0,59,18283,16,1014,,3781,Reputation,4716,159
1822,4,59,18283,5,1014,,3781,Reputation,5176,159
1823,2,59,18283,4,1014,,3781,Reputation,5177,159
1824,1,59,18283,7,1014,,3781,Reputation,5496,159
1825,2,59,18283,3,1014,,3781,Reputation,5497,159
1826,2,59,18283,4,1014,,3781,Reputation,5498,159
1827,2,59,18283,8,1014,,3781,Reputation,5830,159
1828,5,59,18283,10,1014,,3781,Reputation,6332,159
1829,1,59,18283,13,1014,,3781,Reputation,6333,159
1830,3,59,18283,16,1014,,3781,Reputation,6476,159
1831,1,59,18283,12,1014,,3781,Reputation,6500,159
1832,3,59,18283,12,1014,,3781,Reputation,6596,159
1833,3,59,18283,7,1014,,3781,Reputation,6973,159
1834,1,59,18283,4,1014,,3781,Reputation,7038,159
1835,1,59,18283,13,1014,,3781,Reputation,7828,159
1836,2,59,18283,9,1014,,3781,Reputation,8398,159
1837,4,59,18283,2,1014,,3781,Reputation,8474,159
1838,1,59,18283,7,1014,,3781,Reputation,8751,159
1839,0,59,18283,3,1014,,3781,Reputation,9078,159
1840,0,59,18283,1,1014,,3781,Reputation,9119,159
1841,6,59,18283,15,1014,,3781,Reputation,9144,159
1842,0,59,18283,4,1014,,3781,Reputation,9476,159
1843,0,59,18283,3,1014,,3781,Reputation,10968,159
1844,1,59,18283,7,1014,,3781,Reputation,11649,159
1845,0,59,18283,4,1014,,3781,Reputation,12737,159
1846,6,59,18283,4,1014,,3781,Reputation,13227,159
1847,0,59,18283,4,1014,,3781,Reputation,13228,159
1848,6,59,18283,8,1014,226.0,3781,Reputation,13530,159
1849,2,59,18283,5,1014,,3781,Reputation,13574,159
1850,0,59,18283,5,1014,,3781,Reputation,14252,159
1851,0,59,18283,4,1014,,3781,Reputation,14779,159
1852,3,59,18283,6,1014,,3781,Reputation,14780,159
1853,9,59,18283,9,1014,,3781,Reputation,14923,159
1854,2,59,18283,2,1014,,3781,Reputation,15492,159
1855,0,59,18283,3,1014,,3781,Reputation,16431,159
1856,1,59,18283,2,1014,,3781,Reputation,17089,159
1857,1,59,18283,8,1014,,3781,Reputation,17187,159
1858,0,59,18283,1,1014,,3781,Reputation,17406,159
1859,1,59,18283,1,1014,,3781,Reputation,17691,159
1860,6,59,18283,6,1014,,3781,Reputation,17783,159
1861,2,59,18283,1,1014,,3781,Reputation,17872,159
1862,6,59,18283,3,1014,,3781,Reputation,18107,159
1863,3,59,18283,5,1014,,3781,Reputation,18326,159
1864,4,59,18283,4,1014,,3781,Reputation,19658,159
1865,1,59,18283,4,1014,,3781,Reputation,20384,159
1866,0,59,18283,3,1014,,3781,Reputation,21376,159
1867,3,59,18283,1,1014,,3781,Reputation,22194,159
1868,0,59,18283,4,1014,,3781,Reputation,22758,159
1869,10,59,18283,4,1014,,3781,Reputation,23033,159
1870,2,59,18283,4,1014,,3781,Reputation,23034,159
1871,4,59,18283,7,1014,,3781,Reputation,23123,159
1872,2,59,18283,3,1014,,3781,Reputation,23125,159
1873,2,59,18283,4,1014,,3781,Reputation,23916,159
